query_id,retrieved_docs
21,cts_soc_0000198 cte_foc_0003581 cts_esy_0000489 cdn_for_0000192 cts_soc_0005744 cts_soc_0005701 cts_soc_0004771 cdn_soc_0001663 cts_soc_0000166 cdn_soc_0001662 cts_for_0000538 cts_soc_0001862 cts_soc_0004772 cts_soc_0000334 cts_for_0002005 cts_soc_0000094 cts_soc_0000250 cts_soc_0003749 cte_foc_0003568 cts_soc_0005946 cdn_soc_0001664 cts_for_0000603 cts_soc_0005861 cdn_soc_0003578 cts_soc_0001864 cts_soc_0002062 cte_foc_0003612 cdn_soc_0004731 cdn_soc_0000620 cts_soc_0000070 cdn_soc_0002801 cdn_soc_0001660 cte_foc_0000864 cte_esy_0000232 cdn_soc_0000206 cts_foc_0005174 cte_foc_0000999 cts_soc_0000312 cts_soc_0005886 cdn_ent_0000023 cte_foc_0003337 cdn_for_0000084 cdn_soc_0002603 cdn_soc_0000643 cts_soc_0005813 cdn_soc_0002654 cts_soc_0004319 cts_soc_0001201 cts_art_0000787 cts_soc_0005276 cdn_soc_0004711 cts_soc_0005743 cdn_ent_0001380 cdn_soc_0003666 cdn_soc_0001373 cdn_soc_0005054 cte_foc_0000934 cts_soc_0006220 cdn_soc_0003735 cts_soc_0005808 cte_foc_0001274 cte_foc_0003091 cts_for_0000718 cdn_soc_0004793 cte_foc_0001010 cdn_foc_0007433 cdn_ent_0000092 cdn_soc_0003962 cdn_edu_0000684 cts_soc_0005751 cdn_eco_0000199 cts_soc_0004451 cdn_foc_0002019 cte_foc_0003524 cts_pol_0003086 cts_foc_0003676 cdn_soc_0001398 ctc_eco_0001696 cdn_edu_0000944 cdn_soc_0004873 cdn_soc_0000348 cdn_edu_0000660 cdn_foc_0008635 cts_soc_0000101 cdn_soc_0002003 cts_soc_0000117 cts_eco_0004404 cdn_soc_0000015 cts_soc_0005943 cdn_foc_0004013 ctc_chi_0000066 cdn_for_0000565 cts_eco_0004072 cdn_soc_0003686 cdn_soc_0004815 cts_soc_0006082 cts_soc_0001956 cts_soc_0005284 cdn_soc_0003679 cts_soc_0005331
22,cte_foc_0000854 ctc_foc_0001687 ctc_dep_0001593 cts_foc_0000252 ctc_esy_0000057 cts_for_0000058 ctc_foc_0000709 ctc_dep_0000237 cdn_foc_0001293 ctc_esy_0000044 cdn_eco_0000803 cdn_soc_0001068 cdn_foc_0006425 cdn_foc_0000844 cdn_soc_0000836 cdn_eco_0000802 cts_pol_0000134 cdn_soc_0001355 cts_eco_0000713 cdn_for_0000127 cts_eco_0002250 cts_eco_0000661 cts_eco_0003092 cts_foc_0000992 ctc_foc_0000538 cdn_eco_0001178 cdn_soc_0001383 ctc_mnf_0002393 cts_pol_0000428 ctc_dep_0000149 cdn_soc_0001196 cdn_eco_0002060 cdn_foc_0006516 cts_foc_0000794 cte_foc_0000476 cdn_foc_0007913 ctc_foc_0001357 cdn_eco_0001180 ctc_foc_0000564 cts_eco_0001358 cdn_eco_0003174 cdn_soc_0001801 cdn_foc_0001758 ctc_foc_0000961 cdn_foc_0001906 cts_eco_0001400 cts_eco_0000767 ctc_foc_0000589 cte_esy_0000045 ctc_dep_0000432 cdn_soc_0000824 ctc_foc_0000860 cdn_soc_0001158 cdn_soc_0003182 ctc_foc_0000214 ctc_esy_0000082 cdn_foc_0001495 ctc_foc_0000064 ctc_foc_0000153 ctc_esy_0000048 cdn_eco_0000725 cdn_foc_0007307 cdn_eco_0001600 ctc_foc_0003560 ctc_foc_0000793 ctc_dep_0001219 cdn_eco_0002358 cdn_soc_0000866 ctc_dep_0000148 cts_pol_0000083 cdn_eco_0000141 ctc_fin_0000235 ctc_foc_0000079 cdn_eco_0001289 ctc_foc_0000073 ctc_foc_0000624 ctc_foc_0000114 ctc_foc_0000782 ctc_dep_0000483 ctc_esy_0000083 cdn_foc_0006432 cdn_soc_0000992 ctc_chi_0000998 ctc_sto_0003763 ctc_esy_0000148 cts_foc_0000429 cts_eco_0001294 ctc_foc_0000686 cts_eco_0002694 ctc_dep_0000378 ctc_esy_0000190 ctc_foc_0001082 cts_for_0000406 cts_pol_0000008 cdn_foc_0008145 cdn_eco_0001924 ctc_foc_0000791 cte_foc_0002239 ctc_foc_0000494 cte_foc_0001846
23,cts_soc_0006096 cts_soc_0005905 cts_for_0000818 cts_for_0001482 cts_soc_0001582 cdn_soc_0003713 cdn_soc_0000050 ctc_fin_0002077 cdn_soc_0000044 cts_soc_0000345 cts_soc_0003844 cts_soc_0004130 cts_foc_0004640 cts_soc_0001491 cts_soc_0002796 cts_soc_0004430 cts_soc_0004537 cts_soc_0003061 cts_soc_0004214 cts_soc_0006188 cts_for_0002134 cts_soc_0005847 cts_soc_0000938 cts_soc_0002730 ctc_fin_0000696 cts_soc_0002268 ctc_mnf_0001022 cts_soc_0004540 cdn_eco_0000628 cdn_soc_0002230 cts_soc_0000312 cts_soc_0005135 cdn_eco_0002756 ctc_mnf_0001580 cts_soc_0001814 cdn_soc_0002395 cts_soc_0005856 cte_foc_0001983 cts_for_0001074 cdn_soc_0000710 cts_soc_0006257 cts_soc_0000373 cte_foc_0000241 ctc_fin_0001801 cte_foc_0000819 cts_soc_0002433 cdn_soc_0002256 cts_soc_0003870 cdn_soc_0004234 cte_foc_0003703 cts_foc_0000573 cdn_foc_0008452 cts_soc_0004212 cts_soc_0005326 cdn_eco_0001873 cts_soc_0004292 cdn_loc_0001388 cts_soc_0004655 cte_foc_0002146 ctc_fin_0002085 cts_foc_0000662 cts_soc_0001515 cts_soc_0003958 cts_soc_0003804 cts_foc_0005443 cts_foc_0005422 cts_soc_0001023 ctc_fin_0002249 cts_soc_0003633 cdn_foc_0006516 cdn_foc_0006436 cdn_foc_0003990 cts_for_0000817 cdn_for_0000326 cdn_foc_0003512 ctc_esy_0000038 ctc_mnf_0001581 cts_soc_0002334 cdn_foc_0004634 cts_soc_0001346 cts_soc_0004372 cts_foc_0000078 cts_int_0000296 cdn_foc_0006459 ctc_foc_0000065 cts_foc_0002398 cts_soc_0005372 cts_soc_0002750 cte_foc_0000844 cdn_soc_0001755 cts_for_0002103 cts_soc_0000901 cdn_soc_0003740 cte_foc_0002752 cts_soc_0004590 cts_foc_0003558 ctc_ser_0000375 ctc_mnf_0000742 cts_soc_0004741 cte_foc_0000803
24,cts_soc_0001667 cts_esy_0000115 cts_soc_0002130 cte_foc_0000351 cte_foc_0000271 cts_soc_0001669 cts_soc_0000402 cdn_soc_0001864 cdn_soc_0001975 cdn_soc_0000580 cdn_foc_0006186 cts_soc_0001849 cts_soc_0000661 cts_chi_0000830 cts_foc_0003042 cdn_soc_0001679 cts_for_0002018 cts_soc_0001666 cte_foc_0000211 cts_for_0000461 cdn_soc_0000941 cts_soc_0001270 cdn_chi_0000741 cts_chi_0000942 cdn_chi_0000698 cts_soc_0001723 cts_soc_0000110 cdn_foc_0006091 cte_foc_0000657 cts_soc_0004400 cdn_soc_0002600 cts_soc_0001090 cdn_soc_0000799 cts_soc_0001352 cts_soc_0000900 cdn_soc_0004448 cts_soc_0004399 cts_soc_0001564 cdn_chi_0000813 cts_soc_0000796 cts_soc_0003025 cdn_soc_0000207 ctc_foc_0000751 ctc_esy_0000038 cts_soc_0000751 cts_for_0001038 cte_foc_0001389 cts_soc_0000871 cts_soc_0004398 ctc_chi_0000476 cts_for_0000482 cts_soc_0000100 cdn_chi_0000680 cts_for_0000123 cdn_chi_0000713 cdn_soc_0004221 cte_foc_0000507 cts_soc_0002131 cts_chi_0001024 cts_chi_0001015 cts_soc_0005441 cdn_foc_0008400 cts_soc_0002932 cdn_soc_0000381 cts_soc_0004873 cdn_soc_0003008 cte_foc_0003757 cts_foc_0000544 cts_soc_0000918 cts_for_0000273 cdn_soc_0004650 cts_soc_0001063 cts_soc_0004800 cte_foc_0000525 cdn_soc_0002599 cts_soc_0000964 cts_soc_0000772 cts_foc_0003045 cts_soc_0003123 cts_soc_0003113 cdn_soc_0000384 cts_soc_0003051 cts_chi_0000933 cts_for_0000292 cte_foc_0000590 cdn_foc_0000824 cdn_soc_0000696 cts_foc_0000591 cts_soc_0000807 cts_soc_0000005 cts_soc_0001215 cts_soc_0001234 cts_soc_0001272 cts_eco_0000555 cts_soc_0001133 cts_soc_0001132 cts_soc_0000948 cte_foc_0000302 cts_chi_0001001 cdn_soc_0000648
25,cdn_foc_0000324 cts_pol_0000173 cts_pol_0000152 cts_foc_0003787 cdn_foc_0000172 cts_pol_0000883 cts_for_0000111 cts_pol_0002264 cts_esy_0000022 cte_foc_0000094 cts_for_0000083 cts_pol_0000078 cts_pol_0000157 cts_for_0001597 cts_foc_0004742 cts_for_0001812 cts_pol_0000092 cts_pol_0002263 cts_soc_0001693 cts_pol_0000007 cdn_foc_0000441 cts_for_0001165 cts_pol_0000180 cts_pol_0000179 cdn_foc_0000326 cts_soc_0001575 cdn_foc_0004098 cdn_soc_0003519 cte_foc_0000174 cts_soc_0005115 cts_pol_0000181 cdn_foc_0002563 cdn_foc_0002543 cts_soc_0002611 cts_soc_0002974 cts_soc_0005172 cts_pol_0002457 cts_foc_0003702 cts_pol_0001470 cts_pol_0001661 cts_foc_0001838 cts_for_0000668 cte_foc_0002547 cts_pol_0001643 cts_foc_0004221 cts_pol_0000781 cts_pol_0001602 cts_soc_0001422 cdn_foc_0000303 cdn_eco_0003079 cts_soc_0003021 cts_pol_0001663 cts_soc_0002972 cdn_foc_0003749 cdn_foc_0002845 cts_foc_0004967 cdn_foc_0002753 cts_for_0002047 cts_pol_0002142 cts_esy_0000165 cdn_soc_0002849 cts_pol_0002574 cts_for_0001797 cts_esy_0000245 cts_for_0001475 cdn_foc_0005708 cts_foc_0003082 cts_soc_0002612 cdn_foc_0002564 cdn_foc_0002544 cts_soc_0003543 cts_soc_0000163 cts_soc_0003044 cdn_foc_0007873 cdn_soc_0003953 cdn_foc_0006937 cts_pol_0000672 cts_foc_0003081 ctc_foc_0001481 cts_foc_0001188 ctc_dep_0001564 cts_foc_0002497 cdn_foc_0007913 cts_soc_0003596 cts_pol_0000213 cdn_eco_0003779 cts_for_0000678 cdn_soc_0002848 ctc_cgo_0000606 cts_foc_0001779 cts_for_0001200 cdn_soc_0003428 cts_foc_0002674 cts_foc_0003677 cts_for_0000655 cdn_foc_0002227 cts_int_0000564 cts_int_0000566 cdn_for_0000193 cts_soc_0002247
26,cdn_spo_0000837 cts_for_0001628 cdn_spo_0000243 cdn_spo_0000941 cdn_spo_0000517 cdn_spo_0000352 cdn_spo_0000373 cdn_spo_0000899 cdn_spo_0001000 cdn_spo_0000961 cdn_soc_0002042 cdn_soc_0003232 cts_soc_0004915 cte_foc_0003155 ctc_chi_0001284 cts_for_0000991 cts_soc_0002243 cdn_soc_0002126 cdn_soc_0001997 ctc_cgo_0000362 ctc_foc_0001380 cdn_soc_0002076 ctc_eco_0001345 cte_foc_0003161 cdn_soc_0001900 cts_soc_0000382 cts_soc_0002406 cte_foc_0002955 cdn_soc_0002079 cdn_soc_0002561 cdn_soc_0002047 cts_for_0001859 cdn_spo_0000974 cdn_spo_0000891 cdn_spo_0001119 cts_for_0001721 cdn_soc_0002100 cdn_spo_0000478 cte_foc_0002797 cts_eco_0002975 cdn_eco_0002891 ctc_dep_0001482 cts_soc_0004840 cdn_spo_0000979 ctc_mnf_0001661 cdn_spo_0001612 ctc_eco_0000497 cdn_spo_0000963 cdn_soc_0003217 ctc_mnf_0000586 cdn_spo_0001400 cte_foc_0001319 ctc_esy_0000094 cts_soc_0002269 cdn_soc_0002211 cdn_soc_0003705 cdn_soc_0001959 cdn_soc_0002142 cdn_soc_0002127 cts_soc_0002147 ctc_cgo_0000355 cts_soc_0003826 cdn_soc_0002469 cdn_soc_0002099 ctc_dep_0001126 ctc_foc_0000345 cdn_spo_0001563 cdn_soc_0004100 cdn_soc_0004311 cts_for_0000743 cts_for_0000945 cdn_foc_0003390 cts_soc_0002396 ctc_mnf_0001290 cdn_eco_0003486 cdn_spo_0001300 cdn_for_0000471 cts_for_0001320 cts_soc_0002420 cts_soc_0002436 cdn_soc_0003877 cts_soc_0004716 cdn_soc_0003227 cts_soc_0002255 cdn_eco_0003426 cte_foc_0002367 cdn_soc_0001980 ctc_eco_0001140 ctc_foc_0002906 cte_foc_0003146 cts_soc_0004734 cts_soc_0002405 ctc_dep_0001550 cdn_eco_0001387 ctc_cgo_0000694 cdn_soc_0001902 cdn_soc_0002391 cdn_spo_0000976 cts_for_0001567 ctc_foc_0002483
27,cdn_foc_0005643 cdn_foc_0004196 cts_pol_0003207 cts_pol_0003217 cts_pol_0002947 cts_pol_0003249 cdn_foc_0004185 cdn_foc_0005731 cts_pol_0003216 cts_pol_0001392 cdn_eco_0002017 cdn_soc_0003499 cdn_for_0000109 cts_soc_0002763 cts_pol_0003063 cdn_foc_0006281 cts_esy_0000222 cdn_chi_0000503 cdn_foc_0003452 cts_pol_0000215 cts_pol_0001810 cdn_foc_0001125 cts_soc_0000002 cdn_for_0000170 cdn_foc_0005444 cdn_foc_0006900 cdn_foc_0006516 cdn_chi_0001039 cte_foc_0002217 cts_int_0000120 cte_foc_0001624 cdn_foc_0006304 cts_pol_0002263 cts_pol_0002044 cdn_eco_0001648 cdn_for_0000557 cts_foc_0004221 cdn_foc_0002372 cdn_chi_0002090 cts_int_0000556 cdn_foc_0005370 cte_foc_0001925 cts_esy_0000012 cts_esy_0000160 cdn_foc_0006334 cts_soc_0005909 cdn_chi_0000149 cdn_foc_0006937 cdn_for_0000303 cts_chi_0000486 cts_soc_0000547 cdn_chi_0000183 cts_soc_0000605 cdn_for_0000238 cdn_foc_0007216 cts_esy_0000428 cts_pol_0000007 cte_foc_0001859 cdn_chi_0000141 cts_foc_0000263 cts_int_0002380 cts_int_0000188 cts_int_0000185 cts_pol_0002457 ctc_foc_0001698 cdn_chi_0001052 cts_int_0001032 cte_foc_0000081 cdn_for_0000467 cts_for_0001162 cdn_for_0000262 cts_foc_0005707 cte_esy_0000006 cts_int_0001469 cts_for_0001169 cdn_chi_0000380 cdn_for_0000472 cdn_chi_0000273 cdn_for_0000329 cdn_for_0000416 cts_for_0001646 cts_int_0001614 cdn_foc_0004620 cts_esy_0000116 cdn_foc_0000075 cte_foc_0001582 cts_pol_0003083 cdn_foc_0005365 cdn_for_0000140 cdn_foc_0005934 cdn_foc_0006916 cts_foc_0003697 cts_soc_0004776 cdn_soc_0000350 cdn_soc_0003252 cts_for_0001526 ctc_foc_0001351 cdn_chi_0001806 cts_pol_0002045 cts_foc_0005682
28,cdn_eco_0001865 cdn_eco_0001876 ctc_esy_0000111 ctc_dep_0000654 cdn_for_0000498 ctc_dep_0000653 ctc_sto_0004658 cts_eco_0001877 ctc_sto_0005109 ctc_dep_0000655 ctc_sto_0004657 ctc_foc_0001359 ctc_foc_0001247 cdn_eco_0002568 ctc_sto_0002668 cdn_eco_0001759 cdn_eco_0001744 cts_foc_0004208 cts_eco_0001675 cte_foc_0002993 ctc_sto_0002385 ctc_foc_0002401 cdn_eco_0003187 ctc_sto_0004159 ctc_fin_0002281 cdn_foc_0008145 cte_sto_0000721 cdn_eco_0002989 cte_sto_0000717 ctc_sto_0002388 ctc_foc_0002996 ctc_fin_0002041 cdn_eco_0001022 cdn_eco_0003510 ctc_foc_0002682 ctc_sto_0002315 cdn_eco_0001588 ctc_sto_0003051 ctc_dep_0000659 cdn_eco_0000218 ctc_fin_0002397 cdn_foc_0006835 cdn_eco_0002170 cdn_eco_0001513 ctc_sto_0002881 ctc_foc_0001806 cdn_eco_0002888 cdn_eco_0002613 ctc_sto_0005165 cts_eco_0001382 cdn_foc_0004278 cts_foc_0002114 cte_sto_0000702 ctc_foc_0001278 ctc_foc_0000839 cts_eco_0003512 cdn_eco_0001494 cdn_eco_0000482 ctc_sto_0002235 cdn_foc_0006126 cts_eco_0002151 ctc_foc_0002338 ctc_sto_0000355 cdn_foc_0002369 ctc_sto_0002203 cdn_foc_0004317 cdn_foc_0002322 ctc_fin_0001453 ctc_foc_0001027 ctc_sto_0004626 ctc_foc_0001860 cts_eco_0001802 cdn_foc_0008101 cdn_for_0000230 cts_eco_0002120 ctc_foc_0001789 ctc_esy_0000225 ctc_esy_0000243 ctc_foc_0002108 ctc_foc_0002697 cts_eco_0001602 cdn_eco_0004056 ctc_sto_0004014 ctc_esy_0000213 cts_foc_0004221 cdn_foc_0002106 ctc_sto_0002219 ctc_sto_0002082 cdn_foc_0007895 cts_eco_0002344 cte_sto_0000823 cdn_eco_0001628 ctc_foc_0001495 cdn_eco_0003147 ctc_foc_0002263 ctc_foc_0000179 cts_for_0001221 ctc_sto_0004662 ctc_dep_0000882 ctc_foc_0001902
29,cts_ent_0002422 cts_pol_0002130 cdn_foc_0007502 cdn_foc_0007442 cts_pol_0002104 cts_foc_0003364 cts_pol_0002068 ctc_foc_0002290 cts_pol_0001986 cts_ent_0002431 cts_foc_0003431 cdn_foc_0003657 cdn_foc_0007463 cts_for_0001304 cts_foc_0003520 cts_ent_0001196 cdn_foc_0007489 cdn_chi_0001408 cdn_foc_0004273 cts_pol_0002341 cdn_foc_0001868 cdn_foc_0007663 cdn_soc_0003322 cts_foc_0002461 cts_foc_0004218 cdn_soc_0003320 cts_pol_0000532 cte_foc_0002480 cts_ent_0001792 cts_foc_0003543 ctc_mnf_0001840 cdn_foc_0003274 cts_for_0001348 cts_int_0001245 cte_foc_0002759 cdn_foc_0003922 cts_foc_0002453 ctc_chi_0001869 cts_ent_0000556 cdn_for_0000438 cts_ent_0001514 ctc_dep_0000267 cts_int_0001365 cts_ent_0001225 cts_pol_0002198 cts_pol_0001972 cdn_soc_0001221 cdn_ent_0000177 cdn_foc_0007774 cts_ent_0003136 ctc_dep_0000752 cts_foc_0003354 cts_pol_0000175 cts_pol_0000174 cts_foc_0000448 cts_foc_0003553 ctc_foc_0003182 cdn_foc_0007464 cdn_foc_0007017 cdn_ent_0000749 cts_ent_0000305 cdn_ent_0000152 cts_esy_0000194 cts_int_0001706 cts_ent_0003276 cdn_ent_0000246 cdn_foc_0002975 cts_soc_0003580 cts_foc_0000452 cte_foc_0001841 cte_foc_0002429 cts_int_0001266 cts_chi_0002706 cdn_soc_0000169 cts_foc_0004221 ctc_ser_0000526 cdn_foc_0007145 cts_ent_0000529 cts_int_0001744 cts_ent_0002840 cts_ent_0003154 cts_pol_0001726 cts_ent_0000302 cdn_foc_0007672 cts_ent_0001775 cts_esy_0000321 cts_ent_0000121 cts_ent_0000496 ctc_foc_0002102 ctc_foc_0001454 cts_ent_0003492 cts_pol_0002107 cdn_foc_0003544 cdn_for_0000341 cte_foc_0002476 cdn_foc_0007644 ctc_esy_0000028 cts_foc_0003930 cts_ent_0002573 ctc_tec_0000369
30,cdn_foc_0008080 cdn_foc_0008574 cts_foc_0005386 ctc_dep_0001403 cts_pol_0002895 cdn_foc_0008076 cdn_foc_0003693 cts_pol_0002678 cte_foc_0003022 cdn_foc_0005236 cts_for_0002025 cts_for_0002105 cte_foc_0003453 cdn_foc_0008575 ctc_foc_0002374 cdn_foc_0008578 cdn_foc_0007307 cdn_foc_0003845 cts_foc_0004266 cts_foc_0004944 cte_foc_0003127 cts_pol_0002885 cts_foc_0004830 cte_foc_0003367 cts_pol_0002227 cts_foc_0003739 cts_foc_0003732 cts_for_0001712 cdn_foc_0004336 cdn_foc_0007774 cdn_foc_0004975 cte_foc_0002787 cts_pol_0002751 cdn_foc_0003717 cdn_foc_0008077 cdn_foc_0004922 cts_foc_0004839 cts_pol_0002677 cts_foc_0004967 cts_pol_0003352 ctc_foc_0002388 cte_foc_0002595 cts_foc_0003749 cdn_foc_0005514 cts_foc_0005390 cts_foc_0005383 cdn_for_0000412 cts_foc_0004838 cts_foc_0005703 cts_pol_0002959 cts_foc_0005647 cdn_foc_0003694 cts_foc_0005322 cdn_foc_0008078 cte_foc_0001711 cts_foc_0004956 cts_pol_0002766 cte_foc_0000960 cdn_foc_0005739 cdn_foc_0003075 cts_foc_0000121 cte_foc_0000395 cts_foc_0003849 ctc_foc_0002360 cts_foc_0004739 cts_pol_0003303 cte_foc_0002593 cts_pol_0002802 cts_foc_0005392 cdn_foc_0005538 cts_for_0001445 cts_foc_0003128 cte_foc_0003599 cts_pol_0000493 cdn_foc_0008678 cte_foc_0002683 cts_foc_0004916 cdn_for_0000623 cts_foc_0005686 cts_pol_0002292 cts_foc_0005099 cts_int_0002378 cte_foc_0003597 cdn_foc_0007678 cdn_foc_0003846 cte_foc_0002510 cts_int_0002021 cdn_foc_0003716 cts_pol_0003202 cdn_foc_0007445 ctc_foc_0000824 cts_foc_0003360 cte_foc_0003374 cts_pol_0002234 cts_pol_0003367 cts_foc_0005298 cts_foc_0005071 cts_foc_0000327 cdn_foc_0001451 cts_foc_0003752
